ward_id,household_count,income_range_in_thousands,avg_hh_size
120106,76,0-10,4
120107,100,0-10,4
120108,37,0-10,5
120109,62,0-10,4
120201,56,0-10,6
120202,77,10-20,6
120203,65,0-10,5
120204,63,0-10,6
120205,74,10-20,5
120206,97,0-10,5
120207,50,0-10,6
120208,60,10-20,5
120209,84,10-20,5
120301,121,0-10,7
120302,150,0-10,6
120303,97,0-10,5
120304,105,0-10,5
120305,86,0-10,5
120306,98,0-10,5
120307,180,0-10,5
120308,109,0-10,5
120309,112,0-10,6
120401,102,0-10,5
120402,76,0-10,5
120403,52,0-10,5
120404,77,0-10,5
120405,96,0-10,5
120406,105,10-20,5
120407,75,0-10,5
120408,79,0-10,5
120409,53,0-10,5
120501,156,0-10,5
120502,106,0-10,5
120503,124,0-10,5
120504,90,0-10,5
120505,101,0-10,5
120506,100,10-20,5
120507,100,10-20,5
120508,112,10-20,4
120509,48,0-10,4
120601,41,0-10,5
120602,35,0-10,6
120603,35,10-20,5
120604,60,10-20,6
120605,60,10-20,5
120606,73,20-30,5
120607,66,20-30,6
120608,58,0-10,5
120609,69,0-10,5
120701,56,0-10,6
120702,75,0-10,5
120703,81,0-10,6
120704,98,0-10,6
120705,58,0-10,7
120706,84,0-10,6
120707,47,0-10,7
120708,42,0-10,5
120709,78,0-10,5
120801,9,0-10,6
120802,31,0-10,5
120803,51,0-10,5
120804,84,0-10,5
120805,38,0-10,6
120806,31,0-10,5
120807,75,0-10,6
120808,27,0-10,5
120809,27,0-10,6
120901,75,0-10,5
120902,107,0-10,5
120903,81,0-10,5
120904,32,0-10,4
120905,44,0-10,5
120906,55,0-10,5
120907,35,0-10,5
120908,71,0-10,5
120909,56,0-10,5
121001,72,0-10,6
121002,74,0-10,6
121003,57,0-10,6
121004,54,0-10,6
121005,58,0-10,5
121006,90,0-10,6
121007,48,0-10,6
121008,90,0-10,6
121009,72,0-10,5
121101,78,0-10,5
121102,109,0-10,5
121103,72,0-10,4
121104,54,0-10,4
121105,60,0-10,6
121106,87,0-10,5
121107,108,0-10,5
121108,153,0-10,5
121109,101,0-10,5
121201,54,0-10,4
121202,43,0-10,4
121203,76,0-10,5
121204,46,0-10,4
121205,48,0-10,4
121206,54,0-10,5
121207,65,0-10,5
121208,59,0-10,5
121209,54,0-10,5
121301,143,0-10,7
121302,128,0-10,6
121303,114,0-10,6
121304,72,0-10,5
121305,98,0-10,5
121306,81,0-10,5
121307,75,0-10,5
121308,87,0-10,5
121309,135,0-10,5
121401,77,0-10,5
121402,148,0-10,5
121403,128,0-10,6
121404,78,0-10,5
121405,107,0-10,5
121406,88,0-10,6
121407,76,10-20,6
121408,102,0-10,6
121409,157,0-10,5
121501,68,0-10,7
121502,66,0-10,6
121503,56,10-20,7
121504,56,0-10,7
121505,62,0-10,7
121506,108,0-10,7
121507,71,0-10,7
121508,109,0-10,6
121509,96,0-10,6
121601,52,0-10,5
121602,75,10-20,5
121603,140,0-10,5
121604,109,0-10,6
121605,79,0-10,5
121606,72,0-10,5
121607,63,0-10,5
121608,56,0-10,6
121609,66,0-10,5
121701,109,20-30,5
121702,28,0-10,5
121703,65,0-10,5
121704,5,20-30,6
121705,49,0-10,5
121706,22,10-20,6
121707,21,20-30,6
121708,39,20-30,6
121709,64,20-30,5
121801,80,10-20,4
121802,64,0-10,5
121803,41,0-10,4
121804,67,10-20,5
121805,66,0-10,5
121806,63,0-10,5
121807,72,10-20,5
121808,84,0-10,6
121809,69,0-10,6
121901,55,0-10,6
121902,55,0-10,5
121903,73,0-10,6
121904,46,0-10,6
121905,44,0-10,6
121906,48,0-10,6
121907,31,0-10,7
121908,53,0-10,6
121909,55,0-10,7
122001,47,0-10,5
122002,77,0-10,5
122003,52,0-10,5
122004,38,0-10,5
122005,45,0-10,5
122006,47,0-10,6
122007,35,0-10,5
122008,45,0-10,5
122009,40,0-10,5
122101,121,0-10,5
122102,71,0-10,5
122103,77,0-10,6
122104,156,0-10,5
122105,80,10-20,5
122106,86,10-20,5
122107,137,0-10,5
122108,220,0-10,4
122109,124,0-10,4
122201,52,0-10,6
122202,66,0-10,5
122203,132,10-20,6
122204,109,10-20,5
122205,75,0-10,5
122206,83,0-10,6
122207,57,10-20,6
122208,38,10-20,5
122209,80,0-10,6
122301,28,0-10,6
122302,33,0-10,6
122303,17,0-10,5
122304,24,0-10,6
122305,24,0-10,6
122306,48,0-10,5
122307,43,0-10,5
122308,35,0-10,5
122309,33,0-10,5
122401,89,0-10,5
122402,52,0-10,5
122403,120,0-10,5
122404,74,0-10,5
122405,50,0-10,6
122406,102,0-10,5
122407,99,0-10,5
122408,67,10-20,4
122409,146,10-20,5
122501,42,0-10,5
122502,59,10-20,6
122503,43,10-20,5
122504,42,20-30,5
122505,56,20-30,6
122506,41,0-10,5
122507,32,20-30,4
122508,37,20-30,5
122509,58,20-30,5
122601,143,0-10,5
122602,101,0-10,5
122603,72,0-10,5
122604,66,0-10,5
122605,62,0-10,5
122606,61,0-10,5
122607,57,0-10,5
122608,29,0-10,5
122609,91,0-10,5
122701,77,0-10,6
122702,76,0-10,5
122703,43,0-10,5
122704,82,0-10,6
122705,41,0-10,5
122706,59,0-10,5
122707,55,50+,6
122708,43,0-10,6
122709,58,30-50,5
122801,43,0-10,4
122802,46,0-10,5
122803,62,0-10,4
122804,49,0-10,5
122805,61,0-10,5
122806,104,0-10,5
122807,85,0-10,4
122808,90,0-10,5
122809,98,0-10,3
122901,56,0-10,6
122902,61,0-10,6
122903,33,0-10,7
122904,90,10-20,5
122905,103,0-10,6
122906,78,0-10,6
122907,63,0-10,5
122908,9,0-10,6
122909,85,0-10,5
123001,45,0-10,7
123002,43,0-10,7
123003,42,10-20,6
123004,35,10-20,6
123005,31,10-20,7
123006,34,10-20,8
123007,40,10-20,6
123008,52,0-10,7
123009,93,0-10,6
123101,114,10-20,5
123102,127,0-10,5
123103,122,0-10,5
123104,99,0-10,5
123105,47,0-10,6
123106,117,0-10,5
123107,110,0-10,5
123108,83,0-10,6
123109,104,0-10,6
123201,51,10-20,5
123202,53,0-10,6
123203,45,10-20,5
123204,36,10-20,5
123205,48,10-20,5
123206,40,0-10,6
123207,36,0-10,5
123208,66,0-10,5
123209,40,10-20,6
123301,83,10-20,4
123302,162,0-10,5
123303,128,10-20,5
123304,107,0-10,5
123305,66,20-30,4
123306,136,10-20,4
123307,141,10-20,4
123308,98,0-10,5
123309,93,10-20,5
123401,102,10-20,5
123402,117,20-30,6
123403,115,0-10,5
123404,95,0-10,7
123405,140,0-10,6
123406,120,0-10,7
123407,106,0-10,6
123408,157,0-10,7
123409,161,0-10,6
123501,102,0-10,5
123502,161,0-10,5
123503,114,0-10,6
123504,133,0-10,5
123505,66,0-10,6
123506,51,0-10,6
123507,108,0-10,4
123508,79,0-10,5
123509,102,0-10,3
123601,43,0-10,6
123602,113,0-10,7
123603,91,0-10,6
123604,91,0-10,6
123605,67,0-10,5
123606,104,0-10,5
123607,62,0-10,4
123608,96,0-10,5
123609,65,0-10,5
123701,47,0-10,5
123702,30,0-10,4
123703,42,0-10,5
123704,28,0-10,5
123705,30,0-10,5
123706,33,0-10,4
123707,45,0-10,4
123708,47,0-10,4
123709,30,0-10,4
123801,34,0-10,5
123802,93,0-10,6
123803,25,0-10,6
123804,38,0-10,6
123805,21,0-10,5
123806,39,0-10,5
123807,19,0-10,6
123808,20,0-10,6
123809,38,0-10,6
123901,49,0-10,6
123902,41,0-10,6
123903,41,0-10,5
123904,47,0-10,5
123905,37,0-10,6
123906,44,0-10,5
123907,85,0-10,5
123908,82,0-10,5
123909,70,0-10,5
124001,131,0-10,6
124002,104,10-20,5
124003,166,10-20,5
124004,74,20-30,6
124005,49,10-20,6
124006,147,0-10,5
124007,107,0-10,5
124008,109,0-10,5
124009,68,0-10,6
124101,80,10-20,6
124102,42,10-20,6
124103,95,10-20,5
124104,50,10-20,6
124105,36,10-20,8
124106,34,0-10,6
124107,78,0-10,6
124108,34,0-10,6
124109,73,0-10,6
124201,31,0-10,5
124202,44,0-10,6
124203,46,10-20,8
124204,33,0-10,5
124205,36,0-10,6
124206,80,0-10,6
124207,86,0-10,6
124208,40,0-10,6
124209,70,0-10,6
124301,41,0-10,7
124302,62,0-10,6
124303,28,0-10,5
124304,43,0-10,4
124305,63,0-10,5
124306,44,0-10,4
124307,32,0-10,4
124308,32,0-10,5
124309,39,0-10,5
124401,68,0-10,4
124402,34,0-10,4
124403,87,0-10,5
124404,51,0-10,4
124405,95,0-10,4
124406,114,0-10,4
124407,54,0-10,4
124408,118,0-10,5
124409,96,0-10,5
124501,58,0-10,6
124502,48,0-10,6
124503,62,0-10,5
124504,60,10-20,5
124505,64,10-20,4
124506,42,0-10,5
124507,55,0-10,5
124508,27,0-10,5
124509,31,0-10,5
124601,54,0-10,4
124602,29,0-10,4
124603,34,0-10,4
124604,23,0-10,4
124605,37,0-10,5
124606,57,0-10,5
124607,36,0-10,5
124608,34,10-20,5
124609,43,0-10,6
124701,47,0-10,6
124702,50,0-10,6
124703,88,0-10,5
124704,78,0-10,5
124705,80,0-10,5
124706,103,0-10,5
124707,129,0-10,5
124708,107,0-10,5
124709,78,0-10,6
124801,42,0-10,7
124802,42,0-10,8
124803,80,0-10,6
124804,41,0-10,7
124805,43,0-10,6
124806,56,10-20,6
124807,139,10-20,6
124808,63,10-20,6
124809,89,10-20,6
124901,83,0-10,5
124902,117,10-20,6
124903,115,0-10,6
124904,94,0-10,6
124905,126,0-10,6
124906,120,0-10,6
124907,92,0-10,6
124908,101,0-10,7
124909,127,0-10,6
125001,38,0-10,4
125002,27,0-10,5
125003,49,0-10,6
125004,46,0-10,5
125005,53,0-10,5
125006,42,0-10,5
125007,55,0-10,4
125008,64,0-10,5
125009,74,0-10,6
125101,62,0-10,6
125102,67,0-10,5
125103,82,0-10,6
125104,56,0-10,5
125105,51,0-10,6
125106,102,0-10,5
125107,75,0-10,4
125108,55,0-10,5
125109,69,0-10,6
125201,69,0-10,5
125202,48,0-10,6
125203,61,0-10,6
125204,43,0-10,5
125205,51,0-10,8
125206,65,0-10,7
125207,65,0-10,6
125208,73,0-10,7
125209,84,0-10,6
125301,79,0-10,5
125302,110,0-10,5
125303,78,0-10,6
125304,73,0-10,6
125305,49,0-10,6
125306,50,0-10,5
125307,36,0-10,6
125308,49,0-10,5
125309,60,0-10,5
125401,126,0-10,4
125402,68,0-10,4
125403,79,0-10,5
125404,157,0-10,4
125405,75,0-10,4
125406,85,0-10,4
125407,62,0-10,4
125408,98,0-10,5
125409,46,0-10,5
125501,150,0-10,5
125502,64,0-10,5
125503,86,0-10,3
125504,73,0-10,4
125505,63,10-20,3
125506,55,0-10,4
125507,54,0-10,3
125508,82,0-10,5
125509,119,10-20,5
125601,54,0-10,6
125602,64,0-10,6
125603,55,0-10,7
125604,60,0-10,7
125605,90,0-10,6
125606,74,0-10,6
125607,123,0-10,5
125608,65,0-10,6
125609,75,0-10,6
130101,19,0-10,5
130102,37,20-30,6
130103,12,0-10,6
130104,19,0-10,6
130105,11,0-10,6
130106,22,0-10,4
130107,41,10-20,6
130108,22,0-10,6
130109,22,0-10,6
130201,14,0-10,6
130202,21,0-10,5
130203,13,10-20,7
130204,8,0-10,5
130205,8,0-10,6
130206,6,0-10,5
130207,6,0-10,5
130208,14,0-10,6
130209,15,0-10,5
130301,40,0-10,5
130302,26,0-10,5
130303,19,0-10,6
130304,29,0-10,6
130305,26,10-20,2
130306,26,10-20,2
130307,33,10-20,2
130308,47,10-20,2
130309,28,10-20,2
130401,19,0-10,4
130402,27,10-20,4
130403,10,0-10,4
130404,36,0-10,5
130405,21,0-10,4
130406,20,10-20,5
130407,24,10-20,4
130408,23,0-10,4
130409,19,0-10,5
130501,28,20-30,5
130502,49,20-30,5
130503,27,20-30,5
130504,12,20-30,6
130505,53,20-30,6
130506,16,0-10,7
130507,22,0-10,6
130508,34,0-10,6
130509,23,0-10,7
130601,15,0-10,6
130602,30,0-10,5
130603,80,0-10,4
130604,13,0-10,5
130605,20,0-10,5
130606,18,0-10,5
130607,22,0-10,5
130608,9,0-10,6
130609,16,0-10,5
130701,5,10-20,6
130702,2,10-20,5
130703,4,10-20,4
130704,4,10-20,5
130705,13,10-20,5
130706,2,10-20,4
130707,11,10-20,5
130708,4,10-20,4
130709,3,10-20,4
130901,5,0-10,5
130902,8,0-10,5
130903,8,0-10,7
130904,23,0-10,5
130905,27,0-10,6
130906,23,0-10,6
130907,5,0-10,6
130908,4,0-10,7
130909,8,0-10,7
131001,4,10-20,6
131002,6,10-20,5
131003,2,10-20,7
131005,2,0-10,3
131006,7,10-20,6
131007,5,10-20,7
131008,9,10-20,5
131009,18,10-20,6
131101,23,0-10,6
131102,19,0-10,5
131103,11,0-10,6
131104,23,0-10,6
131105,8,0-10,6
131106,14,0-10,6
131107,26,0-10,6
131108,7,0-10,6
131109,18,0-10,6
131201,46,0-10,6
131202,27,0-10,5
131203,22,0-10,5
131204,15,0-10,5
131205,35,0-10,5
131206,7,10-20,5
131207,24,0-10,5
131208,33,0-10,5
131209,12,20-30,6
131301,8,10-20,5
131302,15,0-10,4
131303,20,0-10,4
131304,10,10-20,4
131305,19,0-10,4
131306,8,0-10,4
131307,22,0-10,6
131308,16,0-10,5
131309,31,0-10,6
131401,3,0-10,3
131402,3,0-10,4
131403,3,0-10,3
131404,1,0-10,3
131406,7,0-10,3
131407,3,0-10,3
131408,10,0-10,2
131409,7,0-10,3
131501,4,0-10,5
131502,8,0-10,4
131503,11,0-10,6
131504,5,0-10,4
131505,7,0-10,4
131506,3,0-10,3
131508,5,0-10,5
131509,6,0-10,5
131601,6,0-10,5
131602,9,0-10,4
131603,3,0-10,5
131604,12,0-10,7
131605,12,0-10,6
131606,8,0-10,5
131607,1,0-10,9
131608,12,0-10,8
131609,7,0-10,5
131701,85,0-10,6
131702,44,0-10,7
131703,41,0-10,7
131704,52,0-10,6
131705,22,0-10,7
131706,35,0-10,6
131707,26,0-10,7
131708,32,0-10,6
131709,43,0-10,7
131801,11,0-10,4
131802,14,0-10,4
131803,20,0-10,5
131804,26,0-10,5
131805,33,0-10,5
131806,22,0-10,5
131807,23,0-10,5
131808,28,0-10,5
131809,17,0-10,5
131901,45,0-10,4
131902,35,0-10,2
131903,26,10-20,2
131904,20,10-20,2
131905,42,10-20,2
131906,9,10-20,3
131907,19,10-20,2
131908,27,10-20,2
131909,12,10-20,2
132001,11,0-10,5
132002,1,0-10,7
132004,18,0-10,7
132005,2,0-10,6
132006,2,0-10,8
132007,3,0-10,5
132009,6,0-10,6
132101,2,10-20,7
132102,4,10-20,4
132103,13,10-20,5
132104,24,0-10,4
132105,14,0-10,4
132106,7,0-10,4
132107,3,0-10,3
132108,7,10-20,4
132109,9,10-20,5
132201,12,10-20,5
132202,6,10-20,6
132203,15,10-20,6
132204,6,10-20,7
132205,14,10-20,5
132206,3,0-10,5
132207,5,10-20,6
132208,1,0-10,2
132209,2,0-10,6
132301,16,0-10,5
132302,16,0-10,4
132303,39,0-10,5
132304,22,0-10,5
132305,18,0-10,5
132306,17,0-10,5
132307,19,0-10,5
132308,18,0-10,5
132309,20,0-10,6
132401,33,10-20,6
132402,53,10-20,5
132403,41,10-20,5
132404,20,0-10,5
132405,19,0-10,4
132406,29,0-10,4
132407,29,0-10,6
132408,38,0-10,5
132409,48,0-10,4
132410,47,10-20,5
132411,40,0-10,5
132412,41,0-10,5
132413,32,0-10,6
132414,40,0-10,5
132415,74,0-10,5
132501,24,10-20,5
132502,30,10-20,5
132503,37,10-20,6
132504,33,10-20,6
132505,12,20-30,6
132506,38,10-20,7
132507,39,10-20,6
132508,12,0-10,7
132509,12,0-10,7
132601,11,20-30,7
132602,14,20-30,5
132603,15,20-30,7
132604,9,20-30,5
132605,6,30-50,4
132606,5,20-30,5
132607,13,20-30,5
132608,9,20-30,4
132609,10,30-50,6
132701,16,10-20,7
132702,42,10-20,7
132703,44,10-20,6
132704,39,10-20,6
132705,24,10-20,7
132706,20,10-20,7
132707,31,10-20,7
132708,39,10-20,6
132709,30,10-20,6
132801,11,10-20,6
132802,12,10-20,7
132803,12,10-20,5
132804,32,10-20,7
132805,37,10-20,6
132806,20,10-20,5
132807,9,10-20,6
132808,18,0-10,6
132809,15,0-10,5
132901,16,0-10,6
132902,31,0-10,5
132903,42,0-10,5
132904,26,0-10,5
132905,51,0-10,5
132906,39,0-10,5
132907,30,10-20,6
132908,24,10-20,5
132909,41,0-10,5
133001,45,0-10,5
133002,20,0-10,5
133003,24,0-10,5
133004,12,0-10,5
133005,51,0-10,5
133006,35,0-10,6
133007,32,0-10,4
133008,23,0-10,6
133009,22,0-10,5
133101,5,10-20,5
133102,13,0-10,6
133103,11,0-10,7
133104,18,0-10,6
133105,8,10-20,7
133106,14,10-20,7
133107,14,0-10,7
133108,2,0-10,4
133109,3,0-10,4
133201,7,0-10,8
133202,12,0-10,7
133203,26,0-10,5
133204,40,0-10,5
133205,41,0-10,5
133206,36,0-10,6
133207,38,0-10,5
133208,42,0-10,6
133209,25,0-10,5
133301,28,20-30,5
133302,6,30-50,6
133303,12,30-50,6
133304,8,20-30,5
133305,20,20-30,4
133306,11,30-50,6
133307,13,20-30,4
133308,13,20-30,5
133309,10,20-30,6
133401,14,0-10,4
133402,18,10-20,4
133403,20,10-20,4
133404,14,0-10,3
133405,10,10-20,4
133406,14,0-10,4
133407,12,10-20,5
133408,17,10-20,4
133409,24,0-10,4
133501,16,0-10,5
133502,8,10-20,9
133503,12,0-10,6
133504,10,0-10,6
133505,6,0-10,5
133506,14,0-10,5
133507,5,0-10,8
133508,4,0-10,5
133509,2,0-10,5
133601,4,0-10,4
133602,3,0-10,8
133603,10,0-10,6
133604,12,0-10,7
133606,3,0-10,7
133607,11,0-10,5
133608,1,0-10,8
133609,3,0-10,5
133801,56,0-10,2
133802,44,0-10,2
133803,44,0-10,2
133804,11,0-10,2
133805,23,0-10,2
133806,5,0-10,2
133807,11,0-10,2
133808,31,0-10,2
133809,41,0-10,2
133901,56,0-10,5
133902,27,0-10,4
133903,17,0-10,5
133904,52,0-10,6
133905,10,0-10,6
133906,17,0-10,6
133907,36,0-10,5
133908,49,0-10,5
133909,51,0-10,5
134001,12,10-20,5
134002,14,10-20,4
134003,17,10-20,5
134004,4,10-20,5
134005,11,10-20,4
134006,5,10-20,5
134007,7,10-20,5
134008,9,10-20,6
134009,11,10-20,5
134101,6,0-10,7
134102,7,0-10,5
134103,12,0-10,6
134104,33,0-10,6
134105,19,0-10,6
134106,22,0-10,6
134107,15,0-10,5
134108,12,0-10,6
134109,16,0-10,5
134201,32,20-30,4
134202,10,30-50,4
134203,51,20-30,4
134204,16,20-30,6
134205,9,20-30,5
134206,18,20-30,4
134207,22,30-50,4
134208,3,20-30,6
134209,47,30-50,5
134301,12,0-10,4
134302,18,0-10,4
134303,17,0-10,5
134304,22,0-10,4
134305,50,0-10,5
134306,34,0-10,5
134307,18,0-10,6
134308,11,0-10,5
134309,14,0-10,5
134501,57,10-20,7
134502,36,10-20,7
134503,23,20-30,7
134504,19,10-20,6
134505,14,20-30,6
134506,23,20-30,7
134507,22,20-30,7
134508,17,20-30,6
134509,54,20-30,7
134601,20,0-10,6
134602,26,0-10,6
134603,25,0-10,7
134604,26,0-10,7
134605,18,0-10,7
134606,9,0-10,5
134607,20,0-10,6
134608,27,0-10,6
134609,28,0-10,6
134701,9,0-10,6
134702,3,0-10,5
134703,2,0-10,6
134704,9,0-10,6
134705,8,0-10,6
134706,25,0-10,5
134707,5,0-10,6
134708,15,0-10,5
134709,5,0-10,5
134801,17,0-10,4
134802,31,10-20,5
134803,31,10-20,5
134804,32,10-20,5
134805,22,0-10,6
134806,23,10-20,7
134807,19,10-20,7
134808,14,0-10,6
134809,16,10-20,6
134901,19,0-10,3
134902,42,0-10,4
134903,35,0-10,4
134904,52,0-10,4
134905,40,0-10,4
134906,30,0-10,4
134907,29,0-10,4
134908,21,0-10,4
134909,28,0-10,4
135001,31,0-10,6
135002,21,0-10,5
135003,36,0-10,6
135004,38,0-10,7
135005,24,0-10,7
135006,16,0-10,6
135007,25,0-10,5
135008,40,0-10,6
135009,21,0-10,8
135101,14,0-10,6
135102,15,0-10,5
135103,32,0-10,4
135104,43,0-10,5
135105,15,0-10,4
135106,30,0-10,6
135107,24,0-10,4
135108,21,0-10,6
135109,71,0-10,5
135201,15,10-20,6
135202,16,0-10,6
135203,15,0-10,6
135204,8,0-10,5
135205,14,0-10,6
135206,8,0-10,6
135207,5,10-20,7
135208,19,10-20,6
135209,8,0-10,5
135301,8,0-10,2
135302,5,0-10,6
135303,4,0-10,3
135304,4,0-10,3
135305,15,0-10,2
135306,26,0-10,6
135307,13,0-10,5
135308,26,0-10,2
135309,6,0-10,2
135401,11,0-10,7
135402,21,0-10,4
135403,16,0-10,6
135404,12,0-10,5
135405,16,0-10,5
135406,15,0-10,4
135407,22,0-10,5
135408,23,0-10,5
135409,8,0-10,4
135501,8,0-10,5
135502,2,0-10,4
135503,10,0-10,6
135504,3,10-20,5
135505,7,0-10,4
135506,5,0-10,4
135507,6,0-10,4
135508,12,0-10,5
135509,30,0-10,5
135601,52,0-10,5
135602,28,0-10,4
135603,11,0-10,6
135604,44,0-10,4
135605,17,0-10,5
135606,24,0-10,4
135607,26,0-10,3
135608,24,0-10,6
135609,14,0-10,4
135701,4,10-20,6
135702,2,0-10,7
135703,10,10-20,6
135704,2,10-20,6
135705,5,10-20,5
135706,17,10-20,8
135707,3,10-20,4
135708,4,10-20,8
135709,13,10-20,6
135801,9,10-20,9
135802,5,10-20,5
135803,27,0-10,5
135804,6,0-10,4
135805,8,0-10,7
135806,5,0-10,7
135807,5,0-10,6
135808,11,0-10,7
135809,16,0-10,6
135901,19,0-10,2
135902,22,0-10,2
135903,51,0-10,2
135904,16,10-20,2
135905,15,10-20,2
135906,26,10-20,3
135907,21,10-20,2
135908,26,10-20,3
135909,21,10-20,2
136001,8,0-10,5
136002,9,0-10,5
136003,18,0-10,5
136004,48,0-10,5
136005,17,0-10,5
136006,23,0-10,6
136007,7,0-10,7
136008,23,0-10,6
136009,11,0-10,6
136101,14,10-20,6
136102,12,10-20,6
136103,9,20-30,6
136104,11,10-20,6
136105,28,10-20,6
136106,35,20-30,5
136107,28,20-30,6
136108,11,10-20,5
136109,14,10-20,6
136201,8,10-20,6
136202,10,10-20,5
136203,6,10-20,6
136204,9,10-20,4
136205,6,10-20,5
136206,10,10-20,6
136207,9,10-20,5
136208,2,10-20,3
136209,1,0-10,1
136301,27,10-20,5
136302,34,10-20,6
136303,14,10-20,6
136304,21,10-20,7
136305,16,10-20,8
136306,10,10-20,6
136307,17,10-20,7
136308,16,10-20,7
136309,10,10-20,5
136401,5,0-10,2
136402,26,0-10,2
136403,5,0-10,3
136404,8,0-10,2
136405,22,0-10,3
136406,17,0-10,2
136407,9,0-10,3
136408,11,0-10,2
136409,12,0-10,2
136501,3,10-20,7
136502,2,0-10,5
136503,15,0-10,6
136504,21,10-20,5
136505,6,10-20,7
136506,5,0-10,6
136507,19,0-10,4
136508,34,0-10,5
136509,5,10-20,4
136601,17,0-10,5
136602,18,0-10,6
136603,37,0-10,5
136604,17,0-10,5
136605,23,0-10,5
136606,27,0-10,5
136607,28,50+,6
136608,30,10-20,5
136609,24,0-10,5
136701,7,20-30,5
136702,16,20-30,5
136703,9,10-20,6
136704,16,10-20,6
136705,54,0-10,5
136706,27,0-10,5
136707,13,0-10,5
136708,18,20-30,5
136709,15,10-20,5
136801,14,0-10,5
136802,9,0-10,5
136803,9,0-10,5
136804,7,0-10,6
136805,12,0-10,5
136806,11,0-10,5
136807,13,0-10,6
136808,10,0-10,5
136809,6,10-20,5
136901,24,10-20,4
136902,22,10-20,3
136903,15,10-20,4
136904,11,0-10,3
136905,30,0-10,3
136906,29,10-20,5
136907,28,10-20,4
136908,23,0-10,4
136909,36,10-20,5
137001,40,0-10,4
137002,12,0-10,4
137003,28,0-10,4
137004,17,0-10,3
137005,13,0-10,4
137006,14,0-10,4
137007,27,0-10,5
137008,34,0-10,5
137009,18,0-10,6
137101,11,0-10,8
137102,5,0-10,6
137103,38,0-10,4
137104,30,0-10,6
137105,41,0-10,6
137106,18,0-10,5
137107,48,0-10,6
137108,21,0-10,6
137109,18,0-10,6
137201,12,0-10,5
137202,9,0-10,6
137203,11,0-10,6
137204,22,0-10,8
137205,6,0-10,5
137206,10,0-10,8
137207,11,0-10,6
137208,6,0-10,3
137209,4,0-10,6
137301,9,0-10,4
137302,3,0-10,4
137303,23,0-10,5
137304,21,0-10,5
137305,15,10-20,5
137306,7,0-10,3
137307,24,0-10,6
137308,17,0-10,7
137309,23,0-10,6
137401,8,0-10,6
137402,5,0-10,6
137403,9,0-10,6
137404,6,0-10,5
137405,24,0-10,5
137406,10,0-10,7
137407,20,0-10,6
137408,19,0-10,5
137409,3,0-10,8
137501,10,0-10,8
137502,6,0-10,7
137503,16,0-10,6
137504,7,0-10,5
137505,7,0-10,5
137506,22,0-10,7
137507,15,0-10,6
137508,4,0-10,6
137509,11,0-10,6
137601,60,0-10,6
137602,31,0-10,5
137603,40,0-10,5
137604,64,0-10,5
137605,57,0-10,6
137606,49,0-10,5
137607,37,0-10,6
137608,58,0-10,7
137609,53,0-10,6
200101,60,0-10,7
200102,47,0-10,6
200103,49,30-50,6
200104,30,0-10,7
200105,51,0-10,6
200106,52,0-10,6
200107,64,0-10,6
200108,39,0-10,5
200109,72,0-10,6
200201,234,0-10,6
200202,137,0-10,6
200203,80,0-10,6
200204,107,0-10,5
200205,150,0-10,6
200206,46,0-10,6
200207,104,0-10,6
200208,134,0-10,5
200209,145,0-10,5
200301,40,0-10,7
200302,82,0-10,6
200303,75,0-10,4
200304,71,0-10,6
200305,112,0-10,5
200306,68,0-10,6
200307,68,0-10,5
200308,57,0-10,6
200309,93,0-10,5
200401,96,0-10,6
200402,126,0-10,6
200403,93,0-10,5
200404,150,0-10,5
200405,100,0-10,5
200406,92,0-10,6
200407,83,0-10,6
200408,90,0-10,6
200409,76,0-10,6
200501,61,0-10,6
200502,88,0-10,6
200503,78,0-10,5
200504,87,0-10,5
200505,99,0-10,5
200506,112,0-10,5
200507,68,0-10,5
200508,69,0-10,4
200509,67,0-10,5
200601,42,0-10,7
200602,65,0-10,7
200603,71,0-10,7
200604,27,10-20,7
200605,55,0-10,6
200606,74,0-10,5
200607,102,0-10,7
200608,130,30-50,6
200609,82,0-10,7
200701,176,0-10,6
200702,108,0-10,5
200703,72,0-10,6
200704,79,0-10,5
200705,48,0-10,6
200706,64,0-10,6
200707,75,0-10,6
200708,58,0-10,6
200709,113,0-10,5
200801,119,0-10,5
200802,142,0-10,5
200803,110,0-10,5
200804,181,0-10,5
200805,89,10-20,6
200806,51,0-10,6
200807,54,0-10,5
200808,105,0-10,6
200809,110,0-10,6
200901,78,20-30,5
200902,103,20-30,4
200903,70,20-30,6
200904,87,0-10,5
200905,38,20-30,6
200906,31,10-20,5
200907,60,20-30,6
200908,39,10-20,5
200909,73,20-30,5
201001,178,0-10,5
201002,142,0-10,5
201003,203,0-10,5
201004,125,0-10,4
201005,174,0-10,5
201006,186,0-10,6
201007,161,0-10,5
